source_lineage,target_lineage,mass,source_time,target_time
cluster_res3_11,cluster_res3_13,0.002960419515147805,0.0,4.0
cluster_res3_11,cluster_res3_15,0.0015213630395010114,0.0,4.0
cluster_res3_11,cluster_res3_16,0.00016989995492622256,0.0,4.0
cluster_res3_11,cluster_res3_2,0.00021431231289170682,0.0,4.0
cluster_res3_11,cluster_res3_23,4.171222826698795e-05,0.0,4.0
cluster_res3_11,cluster_res3_4,0.0077773528173565865,0.0,4.0
cluster_res3_11,cluster_res3_5,0.0038443109951913357,0.0,4.0
cluster_res3_11,cluster_res3_6,5.144017904967768e-06,0.0,4.0
cluster_res3_11,cluster_res3_7,1.0581716196611524e-06,0.0,4.0
cluster_res3_13,cluster_res3_0,0.013392744585871696,0.0,4.0
cluster_res3_13,cluster_res3_1,0.005947988945990801,0.0,4.0
cluster_res3_13,cluster_res3_11,0.0049452572129666805,0.0,4.0
cluster_res3_13,cluster_res3_13,0.00391373923048377,0.0,4.0
cluster_res3_13,cluster_res3_15,0.034783732146024704,0.0,4.0
cluster_res3_13,cluster_res3_16,0.0007142456597648561,0.0,4.0
cluster_res3_13,cluster_res3_2,0.0006774852517992258,0.0,4.0
cluster_res3_13,cluster_res3_23,0.0022466862574219704,0.0,4.0
cluster_res3_13,cluster_res3_4,0.006479249335825443,0.0,4.0
cluster_res3_13,cluster_res3_5,0.010105002671480179,0.0,4.0
cluster_res3_13,cluster_res3_6,4.714253736892715e-05,0.0,4.0
cluster_res3_13,cluster_res3_7,8.004675328265876e-05,0.0,4.0
cluster_res3_15,cluster_res3_0,0.0012992386473342776,0.0,4.0
cluster_res3_15,cluster_res3_1,0.0018119285814464092,0.0,4.0
cluster_res3_15,cluster_res3_11,0.00020878059149254113,0.0,4.0
cluster_res3_15,cluster_res3_13,9.496409620624036e-05,0.0,4.0
cluster_res3_15,cluster_res3_15,0.000914038042537868,0.0,4.0
cluster_res3_15,cluster_res3_16,0.00014624808682128787,0.0,4.0
cluster_res3_15,cluster_res3_2,0.0001276481052627787,0.0,4.0
cluster_res3_15,cluster_res3_23,1.1651674867607653e-05,0.0,4.0
cluster_res3_15,cluster_res3_4,0.00060262531042099,0.0,4.0
cluster_res3_15,cluster_res3_5,0.0030860344413667917,0.0,4.0
cluster_res3_15,cluster_res3_6,6.8676762055019935e-09,0.0,4.0
cluster_res3_15,cluster_res3_7,3.0165274438331835e-05,0.0,4.0
cluster_res3_2,cluster_res3_0,0.08974213898181915,0.0,4.0
cluster_res3_2,cluster_res3_1,0.0913693904876709,0.0,4.0
cluster_res3_2,cluster_res3_11,0.06653794646263123,0.0,4.0
cluster_res3_2,cluster_res3_13,0.027704821899533272,0.0,4.0
cluster_res3_2,cluster_res3_15,0.04006810486316681,0.0,4.0
cluster_res3_2,cluster_res3_16,0.004172940738499165,0.0,4.0
cluster_res3_2,cluster_res3_2,0.022435326129198074,0.0,4.0
cluster_res3_2,cluster_res3_23,0.0030319897923618555,0.0,4.0
cluster_res3_2,cluster_res3_4,0.10743437707424164,0.0,4.0
cluster_res3_2,cluster_res3_5,0.15652640163898468,0.0,4.0
cluster_res3_2,cluster_res3_6,0.007230226416140795,0.0,4.0
cluster_res3_2,cluster_res3_7,0.00041304680053144693,0.0,4.0
cluster_res3_4,cluster_res3_0,0.00047417409950867295,0.0,4.0
cluster_res3_4,cluster_res3_1,0.0015537803992629051,0.0,4.0
cluster_res3_4,cluster_res3_11,8.729207183932886e-05,0.0,4.0
cluster_res3_4,cluster_res3_13,5.211270035943016e-06,0.0,4.0
cluster_res3_4,cluster_res3_15,3.643236050265841e-05,0.0,4.0
cluster_res3_4,cluster_res3_16,0.0017771684797480702,0.0,4.0
cluster_res3_4,cluster_res3_2,1.7777814719011076e-05,0.0,4.0
cluster_res3_4,cluster_res3_23,4.248202003509505e-06,0.0,4.0
cluster_res3_4,cluster_res3_4,0.004105996806174517,0.0,4.0
cluster_res3_4,cluster_res3_5,0.0002668533707037568,0.0,4.0
cluster_res3_4,cluster_res3_6,2.3979049856848178e-08,0.0,4.0
cluster_res3_4,cluster_res3_7,4.373935098556103e-06,0.0,4.0
